HS Code,Chapter,Tariff Description,CD,SD,VAT,AIT,RD,AT,TTI,Source Page
48043100,48,"Unbleached Kraft Paper..., Weighing =<150g/M2",10,0,15,5,0,7.5,39.75,47
48043900,48,"Kraft Paper... (Excl. Unbleached), Weighing =<150g/M2",10,0,15,5,0,7.5,39.75,47
48044100,48,"Unbleached Kraft Paper..., Weighing >150g/M2 But <225g/M2",10,0,15,5,0,7.5,39.75,47
48044200,48,"Kraft Paper..., Weigh.>150g/M2 But<225g/M2,Bleach Uniformally>95% By Wt...",10,0,15,5,0,7.5,39.75,47
48044900,48,"Kraft Paper..., Weighing >150g/M2 But <225g/M2, Nes",10,0,15,5,0,7.5,39.75,48
48045100,48,"Unbleached Kraft Paper..., Weighing >=225g/M2",10,0,15,5,0,7.5,39.75,48
48045200,48,"Kraft Paper..., Weighing >=225g/M2, Bleached Uniformly, Nes",10,0,15,5,0,7.5,39.75,48
48045900,48,"Kraft Paper..., Weighing >=225g/M2, Nes",10,0,15,5,0,7.5,39.75,48
48051100,48,"FLUTING PAPER, SEMI-CHEMICAL FLUTING PAPER",10,0,15,5,0,7.5,39.75,48
48051200,48,"FLUTING PAPER,STRAW FLUTING PAPER",10,0,15,5,0,7.5,39.75,48
48051900,48,"FLUTING PAPER,NES",10,0,15,5,0,7.5,39.75,48
48052400,48,"TESTLINER(RECYCLED LINER BOARD),WEIGHING 150G/M2 OR LESS",10,0,15,5,0,7.5,39.75,48
48052500,48,TESTLINER(RECYCLED LINER BOARD)WEIGHING MORE THAN 150G/M2,10,0,15,5,0,7.5,39.75,48
48053000,48,"Sulphite Wrapping Paper, Uncoated In Rolls Or Sheets",10,0,15,5,0,7.5,39.75,48
48054000,48,"Filter Paper And Paperboard, Uncoated In Rolls Or Sheets",10,0,15,5,0,7.5,39.75,48
48055000,48,"Felt Paper And Paperboard, Uncoated In Rolls Or Sheets",10,0,15,5,0,7.5,39.75,48
48059110,48,Uncoated paper board,10,0,15,5,0,7.5,39.75,48
48059190,48,"Fluting paper, NES, weighing 150 g/m2 or less",10,0,15,5,0,7.5,39.75,48
48059210,48,Uncoated paper board,10,0,15,5,0,7.5,39.75,48
48059290,48,"Fluting paper, NES weighting more than 150 g/m2 but less than 225 g/m2",10,0,15,5,0,7.5,39.75,48
48059310,48,"Uncoated paper board, Weighing 225 g/m2 or more",10,0,15,5,0,7.5,39.75,48
48059390,48,"Fluting paper, NES weighing 225 g/m2 or more",10,0,15,5,0,7.5,39.75,48
48061000,48,"Vegetable Parchment, In Rolls Or Sheets",10,0,15,5,0,7.5,39.75,48
48062000,48,"Greaseproof Papers, In Rolls Or Sheets",25,0,15,5,5,7.5,64.25,48
48063000,48,"Tracing Papers, In Rolls Or Sheets",10,0,15,5,0,7.5,39.75,48
48064000,48,"Glassine And Other Glazed Transparent Or Translucent Papers, Nes",25,0,15,5,5,7.5,64.25,48
48070000,48,"CMPST.PAPER&PAPER BOARD,NOT SURFACE -COATED OR IMPREGBATED..,IN ROLL/SHEET",5,0,15,5,0,7.5,33.63,48
48081000,48,"Corrugated Paper And Paperboard, In Rolls Or Sheets",25,0,15,5,5,7.5,64.25,48
48084000,48,"Kraft paper, creped or crinkled, whether or not embossed or perforated",25,0,15,5,5,7.5,64.25,48
48089000,48,"Paper And Paperboard, Corrugated, Creped, Etc, In Rolls Or Sheets, Nes",25,0,15,5,5,7.5,64.25,48
48092000,48,"Self-Copy Paper, In Rolls Or Sheets",25,0,15,5,5,7.5,64.25,48
48099010,48,Carbon or similar copying papers,25,0,15,5,5,7.5,64.25,48
48099090,48,"Carbon or similar copying papers, nes",25,0,15,5,5,7.5,64.25,48
48101300,48,"MECHANICL OR CHEMICAL-MECHANICAL, IN ROOLS",15,0,15,5,0,7.5,45.88,48
48101400,48,IN SHEETS WITH ONE SIDE <435MM AND OTH.SIDE <297 IN THE UNFOLDED STATE,15,0,15,5,0,7.5,45.88,48
48101900,48,"PAPER&PAPERBOARD OF A KIND USED FOR WRITTING,PRINTING OR OTH.GRAPHIC..NES",15,0,15,5,0,7.5,45.88,48
48102200,48,LIGHT-WEIGHT COATED PAPER,15,0,15,5,0,7.5,45.88,48
48102900,48,"Paper... For Writing, Etc, >10% Mechanical Fibres, Coated...",15,0,15,5,0,7.5,45.88,48
48103100,48,"Kraft Paper,Bleach By Chem.Process 95% Chem.Fibres,=<150g/M2,Coated(Ex...",15,0,15,5,0,7.5,45.88,48
48103200,48,"Kraft Paper, Bleach By Chem.Process >95% Chem.Fibres, >150g/M2,Coated(Ex..",15,0,15,5,0,7.5,45.88,48
48103900,48,"Kraft Paper & P.Board,Beach By Chem.Process,Coated,Nes(Ex.Writing,Printing",15,0,15,5,0,7.5,45.88,48
48109200,48,"OTHER PAPER & P.BOARD,MULTIPLY PAPER & PAPERBOARD",15,0,15,5,0,7.5,45.88,48
48109910,48,Single/double side coated relse. paper Imp. by VAT reg. Refrigtr. or freez manf. Ind,15,0,15,5,0,7.5,45.88,48
48109990,48,"Single/double side coated relse. paper Imp. by VAT reg. Refrigtr./freez manf. Ind,Nes",15,0,15,5,0,7.5,45.88,48
48111000,48,"Tarred, Bituminized Or Asphalted Paper And Paperboard",25,0,15,5,5,7.5,64.25,48
48114100,48,Self-adhesive,25,0,15,5,5,7.5,64.25,48
48114900,48,"SELF ADHESIVE,PAPER & PAPER BOARD, NES",25,0,15,5,5,7.5,64.25,48
48115100,48,"Bleached, weighing more than 150 g/m2",25,0,15,5,5,7.5,64.25,48
48115910,48,"PAPER & P.BOARD,PACK/ASCEPTIC PACK",10,0,15,5,0,7.5,39.75,48
48115920,48,Melamine impregnated decorative paper,15,0,15,5,0,7.5,45.88,48
48115990,48,"PAPER,PAPERBOARD,CELLULOSE WADDING AND ...EXCL.TETRAPACK/ASCEPTIC PACK",25,0,15,5,5,7.5,64.25,48
48116010,48,Ultrasonogram recording paper,5,0,15,5,0,7.5,33.63,48
48116020,48,Paraffin wax or stearin covered or latex coated or waterproof paper and paperboard,25,0,15,5,5,7.5,64.25,48
48116090,48,"Paper and paperboard, coated...parafin wx, stearing oil,(excl. ultrasonograme rec.paper)",25,0,15,5,5,7.5,64.25,48
48119010,48,Melamine/Decalcomania Paper,10,0,15,5,0,7.5,39.75,48
48119021,48,Insulated paper,10,0,15,5,0,7.5,39.75,48
48119029,48,"Paper board, Leather waith paper",10,0,15,5,0,7.5,39.75,48
48119030,48,Base paper for melamine,10,0,15,5,0,7.5,39.75,48
48119090,48,"Other Paper,Paperboard,Cellulose Wadding And Webs Of Cellulose Fibres,Nes",25,0,15,5,5,7.5,64.25,48
48120000,48,"Filter Blocks, Slabs And Plates, Of Paper Pulp",10,0,15,5,0,7.5,39.75,48
48131000,48,In the form of booklets or tubes,25,300,15,5,5,7.5,542.00,48
48132000,48,In rolls of a width not exceeding 5 cm,25,300,15,5,5,7.5,542.00,48
48139000,48,"Other than Cigarette paper, nes",25,300,15,5,5,7.5,542.00,48
48142000,48,"Wallpaper,Etc Of Paper Coated On The Face Side With A.. Layer Of Plastics",25,0,15,5,5,7.5,64.25,48
48149000,48,"Wallpaper And Other Wall Coverings; Window Transparencies Of Paper, Nes",25,0,15,5,5,7.5,64.25,48
48162000,48,Self-Copy Paper (Excl. Heading 48.09),25,0,15,5,5,7.5,64.25,48
48169000,48,"Copying Or Transfer Paper, Nes; Offset Plates, Of Paper (Excl.Heading 4809",25,0,15,5,5,7.5,64.25,48
48171000,48,Envelopes Of Paper Or Paperboard,25,0,15,5,5,7.5,64.25,48
48172000,48,"Letter Cards, Plain Postcards And Correspondance Cards Of Paper...",25,0,15,5,5,7.5,64.25,48
48173000,48,"Boxes, Etc, Of Paper Or Paperboard Containing Paper Stationery",25,0,15,5,5,7.5,64.25,48
48181000,48,Toilet Paper,25,20,15,5,5,7.5,96.10,48
48182000,48,Handkerchiefs And Cleansing Or Facial Tissues & Towels,25,20,15,5,5,7.5,96.10,48
48183000,48,Tablecloths And Serviettes Of Paper,25,20,15,5,5,7.5,96.10,48
48185000,48,Articles Of Apparel And Clothing Accssories Of Paper,25,20,15,5,5,7.5,96.10,48
48189000,48,"Household, Sanitary Or Hospital Articles Of Paper..., Etc, Nes",25,20,15,5,5,7.5,96.10,48
48191000,48,"Cartons, Boxes And Cases, Of Corrugated Paper Or Paperboard",25,10,15,5,5,7.5,80.18,48
48192010,48,"Folding Cartons, Boxes And Cases, Of Non-Corrugated Paper Or Paperboard",10,0,15,5,0,7.5,39.75,48
48192090,48,"Folding Cartons, Boxes And Cases, Of Non-Corrugated Paper Or Paperboard",25,10,15,5,5,7.5,80.18,49
48193000,48,"Sacks And Bags, Having A Base Of A Width Of >=40cm Of Paper, Paperboard",25,10,15,5,5,7.5,80.18,49
48194010,48,Fruit Bag,5,0,15,5,0,7.5,33.63,49
48194090,48,Other than Fruit Bag,25,0,15,5,5,7.5,64.25,49
48195000,48,"Packing Containers, Including Record Sleeves, Of Paper..., Nes",25,0,15,5,5,7.5,64.25,49
48196000,48,"Box Files,Letter Trays,Storage Boxes,Etc,Of Paper Used In Office,Shops Etc",25,0,15,5,5,7.5,64.25,49
48201000,48,"Registers,Acc.Books,Diaries,Similar Articles,Order & Receipt Books,Of ....",25,0,15,5,5,7.5,64.25,49
48202000,48,Exercise-Books,25,0,15,5,5,7.5,64.25,49
48203000,48,Binders (Other Than Book Covers) Folders & File Covers Of Paper/Paperboard,25,0,15,5,5,7.5,64.25,49
48204000,48,Manifold Business Forms And Interleaved Carbon Sets,25,0,15,5,5,7.5,64.25,49
48205000,48,Albums For Samples Or For Collections Of Paper Or Paperboard,25,0,15,5,5,7.5,64.25,49
48209000,48,"Blotting Pads, Book Covers And Other Articles Of Stationery Of Paper...Nes",25,0,15,5,5,7.5,64.25,49
48211000,48,Printed Paper Or Paperboard Labels Of All Kinds,25,20,15,5,5,7.5,96.10,49
48219010,48,Sticker,25,0,15,5,5,7.5,64.25,49
48219090,48,Excl. Sticker imp. by VAT reg. electric fan or water pump motor manf. Ind.,25,0,15,5,5,7.5,64.25,49
48221000,48,"Bobbins, Spools..., Of Paper Or Paperboard For Winding Textile Yarn",5,0,15,5,0,7.5,33.63,49
48229000,48,"Bobbins, Spools,Cops And Similar Supports Of Paper Or Paperboard, Nes",5,0,15,5,0,7.5,33.63,49
48232000,48,"Filter Paper And Paperboard, Cut To Shape",10,0,15,5,0,7.5,39.75,49
48234000,48,"Rolls, sheets and dials, printed for self recording apparatus",10,0,15,5,0,7.5,39.75,49
48236100,48,"Trays, dishes, plates, cups and the like, of paper and paperboard Of bamboo",25,0,15,5,5,7.5,64.25,49
48236900,48,"Other trays, dishes, plates, cups and the like, of paper and paperboard Excl. Of bam",25,20,15,5,5,7.5,96.10,49
48237010,48,Moulded or pressed articles of paper pulp : Gasket,25,0,15,5,5,7.5,64.25,49
48237090,48,"Moduled or pressed articles of paper pulp, Excl Gasket imp by VAT reg. comp. manu.",25,0,15,5,5,7.5,64.25,49
48239010,48,"Paper And Paperboard, Cut To Size And Articls Of Paper",25,0,15,5,5,7.5,64.25,49
48239091,48,Paper Separator,10,0,15,5,0,7.5,39.75,49
48239092,48,Wrappers for confectionery,10,0,15,5,0,7.5,39.75,49
48239093,48,Surface coloured or printed paper or paper board,25,20,15,5,5,7.5,96.10,49
48239094,48,Air laid paper,25,20,15,5,0,7.5,88.75,49
48239095,48,Honeycomb,25,0,15,5,5,7.5,64.25,49
48239099,48,"Paper And Paperboard, Cut To Size And Articles Of Paper, Etc, Nes",25,0,15,5,5,7.5,64.25,49
49011000,49,"Printed Books, Brochures, Leaflets, Etc, In Single Sheets",25,10,15,5,5,7.5,80.18,49
49019100,49,"Dictionaries And Encyclopaedias, And Serial Instalments Thereof",0,0,0,5,0,7.5,12.50,49
49019910,49,"Religious,Reference,Scientific,Medical,Engg,Agril. & Oth.Books for higher education",0,0,0,5,0,7.5,12.50,49
49019920,49,Text books for primary and secondary education.,25,0,0,5,5,7.5,44.75,49
49019930,49,Other books,5,0,0,5,0,7.5,17.88,49
49019990,49,"Printed Books,Brichures,Leaflets&Similar Printed Metter, Nes",25,0,0,5,5,7.5,44.75,49
49021000,49,"Newspapers, Journals And Periodicals, Appearing At Least 4 Times A Week",5,0,0,2,0,7.5,14.88,49
49029000,49,"Newspapers, Journals And Periodicals, Appearing < Four Times A Week",5,0,0,2,0,7.5,14.88,49
49030000,49,"Children'S Picture, Drawing Or Colouring Books",10,0,0,5,0,7.5,23.25,49
49040000,49,"Music, Printed Or In Manuscript",5,0,15,5,0,7.5,33.63,49
49052000,49,Map and hydrographic or similar charts of all kinds In book form,5,0,15,5,0,7.5,33.63,49
49059000,49,"Maps and hydrographic or similar charts of all kinds, including atlases,...NES",5,0,15,5,0,7.5,33.63,49
49060000,49,Plans...For Archit...Purposes;Handwitten Texts;Photogr.Of Repo.Of The ....,5,0,15,5,0,7.5,33.63,49
49070010,49,Stock Share And Bond Certificates&Similar Documents Of Title Cheque Forms,25,0,15,5,5,7.5,64.25,49
49070090,49,"New Stamps,Stamp-Impressed Paper,Cheque Forms,Banknotes,Nes",10,0,15,5,0,7.5,39.75,49
49081010,49,Transfers (decalcomanias),10,0,15,5,0,7.5,39.75,49
49081090,49,"Transfers(Decalcomanias), Vitrifiable, Nes",10,0,15,5,0,7.5,39.75,49
49089000,49,Transfers (Decalcomanias) (Excl. Vitrifiable),10,0,15,5,0,7.5,39.75,49
49090000,49,"Printed Or Illustrated Postcards; Printed Cards Bearing Greetings, Etc",25,20,15,5,5,7.5,96.10,49
49100000,49,"CALENDER OF ANY KIND, PRINTED, INCLUDING CALENDER BLOCKS",25,20,15,5,0,7.5,88.75,49
49111000,49,"Trade Advertising Material, Commercial Catalogues And The Like",25,20,15,5,5,7.5,96.10,49
49119100,49,"Pictures, Designs And Photographs",25,20,15,5,5,7.5,96.10,49
49119910,49,"Scratch card, TV",25,20,15,5,5,7.5,96.10,49
49119990,49,"Other printed matter, including printed pictures and photographs., NES",25,20,15,5,5,7.5,96.10,49
50010000,50,Silk-Worm Cocoons Suitable For Reeling,5,0,0,5,0,0,10.00,49
50020000,50,Raw Silk (Not Thrown),25,0,15,5,5,7.5,64.25,49
50030000,50,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted",25,0,15,5,5,7.5,64.25,49
50040000,50,"Silk Yarn (Excl. Spun From Silk Waste), Not Put Up For Retail Sale",25,0,15,5,5,7.5,64.25,49
50050000,50,"Yarn Spun From Silk Waste, Not Put Up For Retail Sale",25,0,15,5,5,7.5,64.25,49
50060000,50,"Silk yarn, put up for retail sale; silk-worm gut",25,0,15,5,5,7.5,64.25,49
50071000,50,Woven Fabrics Of Noil Silk,25,40,15,5,5,7.5,127.95,49
50072000,50,"Woven Fabrics Of Silk, Containing >=85% Silk Or Of Silk Waste",25,40,15,5,5,7.5,127.95,49
50079000,50,"Printed Woven Fabrics, Containing <85% Silk",25,40,15,5,5,7.5,127.95,49
51011100,51,"Greasy Shorn Wool, Not Carded Or Combed",5,0,0,5,0,0,10.00,49
51011900,51,"Greasy Wool (Excl. Shorn), Not Carded Or Combed",5,0,0,5,0,0,10.00,49
51012100,51,"Degreased Shorn Wool, Not Carbonised, Not Carded Or Combed",5,0,0,5,0,0,10.00,49
51012900,51,"Degreased Wool (Excl. Shorn), Not Carbonised, Not Carded Or Combed",5,0,0,5,0,0,10.00,49
51013000,51,"Carbonised Wool, Not Carded Or Combed",5,0,0,5,0,0,10.00,49
51021100,51,"FINE ANIMAL HAIR,OF KASHMIR (CASHMERE) GOATS NES",5,0,0,5,0,0,10.00,49
51021900,51,"FINE ANIMAL HAIR, OF KASHMIR (CASHMERE) GOATS NES",5,0,0,5,0,0,10.00,49
51022000,51,"Coarse Animal Hair, Not Carded Or Combed",5,0,0,5,0,0,10.00,49
51031000,51,"Noils Of Wool Or Of Fine Animal Hair, Not Garnetted Stock",5,0,15,5,0,7.5,33.63,49
51032000,51,"Other Waste Of Wool Or Of Fine Animal Hair, Not Garnetted Stock, Nes",5,0,15,5,0,7.5,33.63,49
51033000,51,Waste Of Coarse Animal Hair,5,0,15,5,0,7.5,33.63,50
51040000,51,Garnetted stock of wool or of fine or coarse animal hair,5,0,0,5,0,0,10.00,50
51051000,51,Carded Wool,5,0,15,5,0,7.5,33.63,50
51052100,51,Combed Wool In Fragments,5,0,15,5,0,7.5,33.63,50
51052900,51,Wool tops and combed wool (excl. in fragments),5,0,15,5,0,7.5,33.63,50
51053100,51,"FINE ANIMAL HAIR,CARDED OR COMBED , OF KASHMIR (CASHMERE) GOATS",5,0,15,5,0,7.5,33.63,50
51053900,51,"FINE ANIMAL HAIR,CARDED OR COMBED , NES",5,0,15,5,0,7.5,33.63,50
51054000,51,"Coarse Animal Hair, Carded Or Combed",5,0,15,5,0,7.5,33.63,50
51061000,51,"Yarn Of Carded Wool, Not Put Up For Retail Sale, With >=85% Wool",5,0,15,5,0,7.5,33.63,50
51062000,51,"Yarn Of Carded Wool, Not Put Up For Retail Sale, With <85% Wool",5,0,15,5,0,7.5,33.63,50
51071000,51,"Yarn Of Combed Wool, Not Put Up For Retail Sale, With >=85% Wool",5,0,15,5,0,7.5,33.63,50
51072000,51,"Yarn Of Combed Wool, Not Put Up For Retail Sale, With <85% Wool",5,0,15,5,0,7.5,33.63,50
51081000,51,"Carded Yarn Of Fine Animal Hair, Not Put Up For Retail Sale",5,0,15,5,0,7.5,33.63,50
51082000,51,"Combed Yarn Of Fine Animal Hair, Not Put Up For Retail Sale",5,0,15,5,0,7.5,33.63,50
51091000,51,"Yarn, with >=85% wool or of fine animal hair, put up for retail sale",5,0,15,5,0,7.5,33.63,50
51099000,51,"Yarn, with <85% wool or of fine animal hair, put up for retail sale",5,0,15,5,0,7.5,33.63,50
51100000,51,Yarn Of Coarse Animal Hair Or Of Horsehair (Incl. Gimped Horsehair Yarn),5,0,15,5,0,7.5,33.63,50
51111100,51,"Woven Fbrcs.With>=85% Carded Wool Or Of Fine Animal Hair, =<300g/M2 Weight",25,0,15,5,5,7.5,64.25,50
51111900,51,"Woven Fbrcs.With>=85%Carded Wool Or Of Fine Animal Hair, >300g/M2 Weight",25,0,15,5,5,7.5,64.25,50
51112000,51,"Woven Fabrics Of Carded Wool, Mixed With Man-Made Filaments",25,0,15,5,5,7.5,64.25,50
51113000,51,"Woven Fabrics Of Carded Wool, Mixed With Man-Made Staple Fibres",25,0,15,5,5,7.5,64.25,50
51119000,51,"Other Woven Fabrics Of Carded Wool Or Carded Fine Animal Hair, Nes",25,0,15,5,5,7.5,64.25,50
51121100,51,"Woven Fabrics With>=85%Combed Wool/Of Fine Animal Hair,=<200g/M2 Weight",25,0,15,5,5,7.5,64.25,50
51121900,51,"Woven Fabrics With >=85% Combed Wool Or Of Fine Animal Hair, >200g/M2",25,0,15,5,5,7.5,64.25,50
51122000,51,"Woven Fabrics Of Combed Wool, Mixed With Man-Made Filaments",25,0,15,5,5,7.5,64.25,50
51123000,51,"Woven Fabrics Of Combed Wool, Mixed With Man-Made Staple Fibres",25,0,15,5,5,7.5,64.25,50
51129000,51,"Woven Fabrics Of Combed Wool Or Of Combed Fine Animal Hair, Nes",25,0,15,5,5,7.5,64.25,50
51130000,51,Woven Fabrics Of Coarse Animal Hair Or Of Horsehair,25,0,15,5,5,7.5,64.25,50
52010000,52,"Cotton, Not Carded Or Combed",0,0,0,0,0,0,-,50
52021000,52,Yarn Waste Of Cotton Including Thread Waste,5,0,15,5,0,7.5,33.63,50
52029100,52,Garnetted Stock Of Cotton,0,0,15,5,0,7.5,27.50,50
52029910,52,Cotton waste,0,0,0,5,0,7.5,12.50,50
52029990,52,"Cotton waste, nes",0,0,15,0,0,7.5,22.50,50
52030000,52,"Cotton, Carded Or Combed",5,0,15,0,0,7.5,28.63,50
52041100,52,"Cotton Sewing Thread, With >=85% Cotton, Not Put Up For Retail Sale",10,0,15,5,0,7.5,39.75,50
52041900,52,"Cotton Sewing Thread, With <85% Cotton, Not Put Up For Retail Sale",10,0,15,5,0,7.5,39.75,50
52042000,52,"Cotton Sewing Thread, Put Up For Retail Sale",10,0,15,5,0,7.5,39.75,50
52051100,52,"Uncombed Sin.Cot.Yarn,With>=85%Cot.,Nprs,=>714.29 Decitex (<=14mn).",10,0,15,5,0,7.5,39.75,50
52051200,52,"Uncom.Sin.Cot.Yarn,With>=85%Cot.Nprs,<714.29de(>14mn)But(>=232.56de)<=43mn",10,0,15,5,0,7.5,39.75,50
52051300,52,"Uncom.Sin.Cot.Yarn,With>=85%Cot.,Nprs,<232.56(>43mn)But(>=192.31de)(<=52mn",10,0,15,5,0,7.5,39.75,50
52051400,52,"Uncombed Sin.Cot.Yarn,With>=85%Cot.Nprs,<192.31de(>52mn)But>=125de(<=80mn)",10,0,15,5,0,7.5,39.75,50
52051500,52,"Uncombed Single Cotton Yarn, With >=85% Cotton, Nprs,<125 Decitex (>80mn)",10,0,15,5,0,7.5,39.75,50
52052100,52,"Combed Single Cotton Yarn, With >=85% Cotton, Nprs,>=714.29 Decitex(<=14mn",10,0,15,5,0,7.5,39.75,50
52052200,52,"Combed Sin.Cot.Yarn,With>=85%Cot.,Nprs,<714.29(>14mn)But>=232.56de.(<=43mn",10,0,15,5,0,7.5,39.75,50
52052300,52,"Com.Sin.Cot.Yarn,With>=85%Cot.,Nprs,<232.56deci(>43mm)But>=192.31de(<=52mn",10,0,15,5,0,7.5,39.75,50
52052400,52,"Com.Sin.Cot.Yarn,With>=85%Cot.,Nprs,<192.31de.But>=125de>52mn But<=80mn",10,0,15,5,0,7.5,39.75,50
52052600,52,"Com.Sin.Cot.Yarn,With>=85%Cot.,Nprs,<125 De.But >=106.38>80mn But<=94mm",10,0,15,5,0,7.5,39.75,50
52052700,52,"Com.Sin.Cot.Yarn,With>=85%Cot.Nprs,<106.38de But>=83.33de>94mn But<=120mn",10,0,15,5,0,7.5,39.75,50
52052800,52,"Combed Single Cotton Yarn, With >=85% Cotton, Nprs,<83.33 >120mn",10,0,15,5,0,7.5,39.75,50
52053100,52,"Mul.Unco.Cabled Cotton Yarn,With >=85% Cot.,Nprs,<=14mn Per Single Yarn",10,0,15,5,0,7.5,39.75,50
52053200,52,"Mul. Unco.Cabled Cotton Yarn,>=85%Cot.,Nprs,>14mn But<=43mn P.Single Yarn",10,0,15,5,0,7.5,39.75,50
52053300,52,"Uncombed Cabled Cotton Yarn,>=85%Cotton,Nprs,>43mn But<=52mn P.Single Yarn",10,0,15,5,0,7.5,39.75,50
52053400,52,"Uncombed Cabled Cotton Yarn,>=85%Cotton,Nprs,>52mn But<=80mn P.Single Yarn",10,0,15,5,0,7.5,39.75,50
52053500,52,"Uncombed Cabled Cotton Yarn, With>=85% Cotton, Nprs, >80mn Per Single Yarn",10,0,15,5,0,7.5,39.75,50
52054100,52,"Combed Cabled Cotton Yarn, With >=85% Cotton, Nprs, <=14mn Per Single Yarn",10,0,15,5,0,7.5,39.75,50
52054200,52,"Combed Cabled Cotton Yarn,With>=85%Cotton,Nprs,>14mn But<=43mn P.Sing.Yarn",10,0,15,5,0,7.5,39.75,50
52054300,52,"Combed Cabled Cotton Yarn,With>=85%Cotton,Nprs,>43mn But<=52mn P.Sing.Yarn",10,0,15,5,0,7.5,39.75,50
52054400,52,"Combed Cabled Cotton Yarn,>=85% Cotton,Nprs,>52mn But<=80mn Pr.Single Yarn",10,0,15,5,0,7.5,39.75,50
52054600,52,"Combed Cabled Cotton Yarn,>=85% Cotton,Nprs,>80mn But<=94mn Pr.Single Yarn",10,0,15,5,0,7.5,39.75,50
52054700,52,"Combed Cabled Cotton Yarn,>=85% Cotton,Nprs,>94mn But<=120mn P.Single Yarn",10,0,15,5,0,7.5,39.75,50
52054800,52,"Combed Cabled Cotton Yarn, With >=85% Cotton, Nprs, >120mn Per Single Yarn",10,0,15,5,0,7.5,39.75,50
52061100,52,"Uncombed Single Cotton Yarn, With <85% Cotton, Nprs, <=14mn",5,0,15,5,0,7.5,33.63,50
52061200,52,"Uncombed Single Cotton Yarn, With <85% Cotton, Nprs, >14mn But <=43mn",5,0,15,5,0,7.5,33.63,50
52061300,52,"Uncombed Single Cotton Yarn, With <85% Cotton, Nprs, >43mn But <=52mn",5,0,15,5,0,7.5,33.63,50
52061400,52,"Uncombed Single Cottonyarn, With <85% Cotton, Nprs, >52mn But <=80mn",5,0,15,5,0,7.5,33.63,50
52061500,52,"Uncombed Single Cotton Yarn, With <85% Cotton, Nprs, >80mn",5,0,15,5,0,7.5,33.63,50
52062100,52,"Combed Single Cotton Yarn, With <85% Cotton, Nprs, <=14mn",5,0,15,5,0,7.5,33.63,50
52062200,52,"Combed Single Cotton Yarn, With <85% Cotton, Nprs, >14mn But <=43mn",5,0,15,5,0,7.5,33.63,50
52062300,52,"Combed Single Cotton Yarn, With <85% Cotton, Nprs, >43mn But <=52mn",5,0,15,5,0,7.5,33.63,50
52062400,52,"Combed Single Cotton Yarn, With <85% Cotton, Nprs, >52mn But <=80mn",5,0,15,5,0,7.5,33.63,50
52062500,52,"Combed Single Cotton Yarn, With <85% Cotton, Nprs, >80mn",5,0,15,5,0,7.5,33.63,50
52063100,52,"Uncombed Cabled Cotton Yarn, With <85% Cotton, Nprs, <=14mn",5,0,15,5,0,7.5,33.63,50
52063200,52,"Uncombed Cabled Cotton Yarn,<85% Cotton,Nprs,>14mn But<=43mn P.Single Yarn",5,0,15,5,0,7.5,33.63,50
52063300,52,"Uncombed Cabled Cotton Yarn,<85%Cotton,Nprs,>43mn But<=52mn Pr.Single Yarn",5,0,15,5,0,7.5,33.63,51
52063400,52,"Uncombed Cabled Cotton Yarn,<85% Cotton,Nprs,>52mn But<=80mn P.Single Yarn",5,0,15,5,0,7.5,33.63,51
52063500,52,"Uncombed Cabled Cotton Yarn, With <85% Cotton, Nprs, >80mn Per Single Yarn",5,0,15,5,0,7.5,33.63,51
52064100,52,"Combed Cabled Cotton Yarn, With <85% Cotton, Nprs, <=14mn Per Single Yarn",5,0,15,5,0,7.5,33.63,51
52064200,52,"Combed Cabled Cotton Yarn,<85% Cotton,Nprs,>14mn But<=43mn Per Single Yarn",5,0,15,5,0,7.5,33.63,51
52064300,52,"Combed Cabled Cotton Yarn,<85% Cotton,Nprs,>43mn But<=52mn Per Single Yarn",5,0,15,5,0,7.5,33.63,51
52064400,52,"Combed Cabled Cotton Yarn,<85% Cotton,Nprs,>52mn But<=80mn Per Single Yarn",5,0,15,5,0,7.5,33.63,51
52064500,52,"Combed Cabled Cotton Yarn, With <85% Cotton, Nprs, >80mn Per Single Yarn",5,0,15,5,0,7.5,33.63,51
52071000,52,"Cotton Yarn (Excl. Sewing), Put Up For Retail Sale, With >=85% Cotton",5,0,15,5,0,7.5,33.63,51
52079000,52,"Cotton Yarn (Excl. Sewing), Put Up For Retail Sale, With <85% Cotton",5,0,15,5,0,7.5,33.63,51
52081100,52,"Unbleached Plain Woven Fabrics Of Cotton With>=85%Cotton, =<100g/M2",25,10,15,5,5,7.5,80.18,51
52081200,52,"Unbleached Plain Woven Fabrics Of Cotton>=85%Cotton,>100g/M2 But<200g/M2",25,10,15,5,5,7.5,80.18,51
52081300,52,"Unbleached 3 Or 4-Thread Twill, With >=85% Cotton, <200g/M2",25,10,15,5,5,7.5,80.18,51
52081900,52,"Unbleached Woven Cotton Fabrics, Nes, With >=85% Cotton",25,10,15,5,5,7.5,80.18,51
52082100,52,"Bleached Plain Woven Fabrics Of Cotton With >=85% Cotton, =<100g/M2",25,10,15,5,5,7.5,80.18,51
52082200,52,"Bleached Plain Woven Fbrcs.Of Cotton With>=85%Cotton,>100g/M2 But<200g/M2",25,10,15,5,5,7.5,80.18,51
52082300,52,"Bleached 3 Or 4-Thread Twill (Incl. Cross Twill), With >=85% Cotton",25,10,15,5,5,7.5,80.18,51
