HS Code,Chapter,Tariff Description,CD,SD,VAT,AIT,RD,AT,TTI,Source Page
21023000,21,Prepared Baking Powders,5,0,15,5,0,7.5,33.63,21
21031000,21,Soya Sauce,25,20,15,5,5,7.5,96.10,21
21032000,21,Tomato Ketchup And Other Tomato Sauces,25,20,15,5,5,7.5,96.10,21
21033000,21,"Mustard Flour And Meal, And Prepared Mustard",25,20,15,5,5,7.5,96.10,21
21039010,21,Mixed seasonings,25,20,15,5,5,7.5,96.10,21
21039090,21,sauce preparations; mixed condiments and seasonings;NES,25,20,15,5,5,7.5,96.10,21
21041000,21,Soups And Broths And Preparations Therefor,25,0,15,5,5,7.5,64.25,21
21042000,21,Homogenized Composite Food Preparations,25,0,15,5,5,7.5,64.25,21
21050000,21,"Ice Cream And Other Edible Ice, Whether Or Not Containing Cocoa",25,20,15,5,5,7.5,96.10,21
21061000,21,Protein Concentrates And Textured Protein Substances,25,0,15,5,5,7.5,64.25,21
21069010,21,Oth.Food Nes.Containing Alcohol Exceeding Alcoholic Strength 0.5% By Volum,25,350,15,5,5,7.5,621.63,21
21069020,21,Beverage concentrate,25,0,15,5,5,7.5,64.25,21
21069030,21,Soya protein-based food preparations,25,0,15,5,5,7.5,64.25,21
21069040,21,Stabilizer for milk,25,10,15,5,5,7.5,80.18,21
21069050,21,Creamer in bulk,25,20,15,5,5,7.5,96.10,21
21069060,21,Food supplement,25,20,15,5,5,7.5,96.10,21
21069090,21,Other food preparations not elsewhere specified or incl.(excl. beverage concentrate),25,20,15,5,5,7.5,96.10,21
22011000,22,"Mineral Waters And Aerated Waters, Unsweetened",25,20,15,5,5,7.5,96.10,21
22019000,22,"OTHER WATER, EXCL.MINERAL WATERS AND AERATED WATERS",25,20,15,5,5,7.5,96.10,21
22021000,22,"Waters (Incl. Mineral And Aerated), With Added Sugar, Sweetener, Etc",25,100,15,5,5,7.5,223.50,21
22029100,22,Non-alcoholic beer,25,100,15,5,5,7.5,223.50,21
22029900,22,"Waters, including mineral waters and aerated waters...Excl. Non-alcoholic beer",25,100,15,5,5,7.5,223.50,21
22030000,22,Beer Made From Malt,25,250,15,5,5,7.5,462.38,21
22041000,22,Sparkling Wine,25,350,15,5,5,7.5,621.63,21
22042100,22,Wine(Not Sparkling);Grape Must With Fermt.Prevt.By Alcohol In: <=2 L Cont.,25,350,15,5,5,7.5,621.63,21
22042200,22,In containers holding more than 2 L but not more than 10 L,25,350,15,5,5,7.5,621.63,21
22042900,22,Wine(Not Sparkling); Grape Must With Fremt.Prevt.By Alcohol In: >=2 L Cont,25,350,15,5,5,7.5,621.63,21
22043000,22,"Other Grape Must, Nes",25,350,15,5,5,7.5,621.63,21
22051000,22,"Vermouth And Other Wine Of Fresh Grapes, Flavoured: <=2 Litre Cont.",25,350,15,5,5,7.5,621.63,21
22059000,22,"Vermouth And Other Wine Of Fresh Grapes, Flavoured: >2 Litre Containers",25,350,15,5,5,7.5,621.63,21
22060000,22,Other Ferment Beverages(E.G.Cider);Mixtures Of Fermented Beverages,25,350,15,5,5,7.5,621.63,21
22071000,22,"Undenatured Ethyl Alcohol, Of Alcoholic Strength >=80% By Vol.",25,0,15,20,5,7.5,79.25,21
22072000,22,Ethyl Alcohol And Other Denatured Spirits Of Any Strength,25,0,15,20,5,7.5,79.25,21
22082000,22,Spirits From Distilled Grape Wine Or Grape Marc,25,350,15,20,5,7.5,636.63,21
22083000,22,Whiskeys,25,350,15,20,5,7.5,636.63,21
22084000,22,Rum And Tafia,25,350,15,20,5,7.5,636.63,21
22085000,22,Gin And Geneva,25,350,15,20,5,7.5,636.63,21
22086000,22,Vodka,25,350,15,20,5,7.5,636.63,21
22087000,22,Liqueurs And Cordials,25,350,15,20,5,7.5,636.63,21
22089000,22,"Other Spirituous Beverages, Nes",25,350,15,20,5,7.5,636.63,21
22090000,22,Vinegar And Substitutes For Vinegar Obtained From Acetic Acid,25,0,15,5,5,7.5,64.25,21
23011010,23,"Flours,Meals & Pellets,Of Meat Unfit For Human Consumption;Greaves,Wra/Can.upto 2.5 kg",0,0,0,2,0,7.5,9.50,21
23011090,23,"Flours,Meals & Pellets,Of Meat Unfit For Human Consumption;Greaves,W./C.",0,0,0,2,0,0,2.00,21
23012010,23,"Flours, meals and pellets, of fish or of crustaceans...wrapped/canned upto 2.5 kg",0,0,0,2,0,0,2.00,21
23012090,23,"Flours, meals and pellets, of fish or of crustaceansàExcl.wrapped/canned upto 2.5 kg",0,0,0,2,0,0,2.00,21
23021000,23,"Brans, Sharps And Other Residues Of Maize(Corn)",0,0,0,2,0,7.5,9.50,21
23023000,23,"Brans, Sharps And Other Residues Of Wheat",0,0,0,2,0,7.5,9.50,21
23024010,23,"Brans,Sharps & Oth. Residues Of Oth. Cereals Except Maize,Rice & Wheat",0,0,0,2,0,7.5,9.50,21
23024090,23,"Brans,Sharps & Oth. Residues Of Oth. Cereals Except Maize,Rice & Wheat",0,0,0,2,0,7.5,9.50,21
23025000,23,"Brans, Sharps And Other Residues Of Leguminous Plants",0,0,0,2,0,7.5,9.50,22
23031000,23,Residues Of Starch Manufacture And Similar Residues,0,0,0,2,0,7.5,9.50,22
23032000,23,"Beet Pulp, Bagasse And Other Waste Of Sugar Manufacture",0,0,15,2,0,7.5,24.50,22
23033000,23,Brewing Or Distilling Dregs And Waste,0,0,15,5,0,7.5,27.50,22
23040000,23,"Oil-Cake And Other Solid Residues, Of Soya-Bean Oil",0,0,0,5,5,7.5,17.88,22
23050000,23,"Oil-Cake And Other Solid Residues, Of Ground-Nut Oil",5,0,0,2,0,7.5,14.88,22
23061000,23,Oil-Cake And Other Solid Residues Of Cotton Seeds,0,0,0,2,5,7.5,14.88,22
23062000,23,Oil-Cake And Other Solid Residues Of Linseed,5,0,0,2,0,7.5,14.88,22
23063000,23,Oil-Cake And Other Solid Residues Of Sunflower Seeds,5,0,0,2,0,7.5,14.88,22
23064100,23,OILCAKE&OTHER SOLID RESIDUES OF RAPE OR COLZA SEEDS OF LOW ERUCIC ACID R/C,10,0,0,2,0,7.5,20.25,22
23064900,23,"OIL-CAKE AND OTHER SOLID RESIDUES OF RAPE OR COLZA SEEDS, OTHER",5,0,0,2,0,7.5,14.88,22
23065000,23,Oil-Cake And Other Solid Residues Of Coconut Or Copra,5,0,15,2,0,7.5,30.63,22
23066000,23,Oil-Cake And Other Solid Residues Of Palm Nuts Or Kernels,0,0,0,2,5,7.5,14.88,22
23069000,23,"Oil-Cake And Other Solid Residues, Of Other Vegetable Fats And Oils",5,0,0,2,0,7.5,14.88,22
23070000,23,Wine Lees; Argol,5,0,15,5,0,7.5,33.63,22
23080000,23,"VEGETABLE MATERIALS&VEG.WASTE,VEG.RESIDUES&BY-PRODUCTS,..ANIMAL FEEDING..",0,0,0,2,0,0,2.00,22
23091000,23,"Dog Or Cat Food, Put Up For Retail Sale",25,10,15,5,5,7.5,80.18,22
23099011,23,Vitamin or mineral or amino acid or their combination (feed grade),5,0,0,2,0,7.5,14.88,22
23099012,23,Vitamin premix or mineral premix or amino acid premix or their combination(feed grade,5,0,0,2,0,7.5,14.88,22
23099013,23,Probiotics or Prebiotics or their combinatioin (feed grade),5,0,0,2,0,7.5,14.88,22
23099014,23,Essential oil or combination of essential oils (feed grade),5,0,0,2,0,7.5,14.88,22
23099019,23,"Oth, Preparations for use in making complete feed or supplementary feed",5,0,0,2,0,7.5,14.88,22
23099021,23,Vitamin or mineral or amino acid or their combination (feed grade),10,0,15,5,0,7.5,39.75,22
23099022,23,Vitamin premix or mineral premix or amino acid premix or their combination (feed grad,10,0,15,5,0,7.5,39.75,22
23099023,23,Probiotics or Prebiotics or their combination (feed grade),10,0,15,5,0,7.5,39.75,22
23099024,23,Essential oil or combination of essential oils (feed grade),10,0,15,5,0,7.5,39.75,22
23099029,23,"Preparations for use in making complete feed or supplementary feed for fish,NES",10,0,15,5,0,7.5,39.75,22
23099090,23,"OTH..Preparations of a kind used in animal feeding. ,OTHER",10,0,0,2,0,7.5,20.25,22
24011000,24,"Tobacco, Not Stemmed/Stripped",25,100,15,5,5,7.5,223.50,22
24012000,24,"Tobacco, Partly Or Wholly Stemmed/Stripped",25,100,15,5,5,7.5,223.50,22
24013000,24,Tobacco Refuse,25,100,15,5,5,7.5,223.50,22
24021000,24,"Cigars, Cheroots And Cigarillos Containing Tobacco",25,350,15,5,5,7.5,621.63,22
24022000,24,Cigarettes Containing Tobacco,25,350,15,5,5,7.5,621.63,22
24029000,24,"Cigars, cigarillos, cigarettes, etc, not containing tobacco",25,150,15,5,5,7.5,303.13,22
24031100,24,"Smoking tobacco, Water pipe tobacco specified in Subheading Note 1 to this Chapter",25,150,15,5,5,7.5,303.13,22
24031900,24,"Smoking tobacco, EXCL. Water pipe tobacco specified in Subheading Note 1 to this Chapter",25,150,15,5,5,7.5,303.13,22
24039100,24,Homogenized Or Reconstituted Tobacco,25,150,15,5,5,7.5,303.13,22
24039900,24,OTHER MANUFACTURED TOBACCO AND MANUFACTURED TOBACCO..EXCL.HOMOGENISED OR RECONS.TOBACCO,25,150,15,5,5,7.5,303.13,22
24041110,24,Electrically-Heated Tobacco Products,8,0,15,5,0,7.5,37.30,22
24041190,24,Electrically-Heated Tobacco Products,25,150,15,5,5,7.5,303.13,22
24041210,24,Non-refillable Vape,25,0,15,5,0,7.5,58.13,22
24041220,24,Bottle/Refill used in Electronic nico Devivery System (ENDS),15,0,15,5,0,7.5,45.88,22
24041290,24,Other,25,350,15,5,5,7.5,621.63,22
24041900,24,"Products intended for inhalation without combustion,NES",25,150,15,5,5,7.5,303.13,22
24049110,24,Nicotine granules,25,350,15,5,5,7.5,621.63,22
24049120,24,Nicotine pouches,25,350,15,5,5,7.5,621.63,22
24049190,24,Other than Nicotine granules and pouches,25,350,15,5,5,7.5,621.63,22
24049200,24,"Other,For transdermal application",25,150,15,5,5,7.5,303.13,22
24049900,24,Other,25,150,15,5,5,7.5,303.13,22
25010010,25,Pure Sodium Chloride Bp/Usp Pyrogen Free,25,20,15,5,5,7.5,96.10,22
25010020,25,Salt (other than pure sodium chlo.)...solution ..salt boulder for crushing & salt in bul,25,20,15,5,5,7.5,96.10,22
25010030,25,"Rock salt, bhit lobon",25,20,15,5,5,7.5,96.10,22
25010091,25,Denatured salt (coloured),25,20,15,5,5,7.5,96.10,22
25010099,25,Other Salt,25,20,15,5,5,7.5,96.10,22
25020000,25,Unroasted Iron Pyrites,10,0,15,5,0,7.5,39.75,22
25030000,25,"Sulphur Of All Kinds (Excl. Sublimed, Precipitated And Colloidal Sulphur)",0,0,0,5,0,7.5,12.50,22
25041000,25,Natural Graphite In Powder Or In Flakes,5,0,15,5,0,7.5,33.63,22
25049000,25,Other Natural Graphite (Excl. In Powder Or In Flakes),5,0,15,5,0,7.5,33.63,22
25051000,25,Silica Sands And Quartz Sands,5,0,15,5,0,7.5,33.63,22
25059000,25,Natural Sands(Ex.Silica & Quartz Sands & Metal-Bearing Sands Of Ch.26)Nes,5,0,15,5,0,7.5,33.63,22
25061000,25,Quartz,5,0,15,5,0,7.5,33.63,22
25062000,25,Quartzite,5,0,15,5,0,7.5,33.63,22
25070010,25,Kaolin/China clays,15,0,15,5,0,7.5,45.88,22
25070090,25,"Kaolin And Other Kaolinic Clays, Whether Or Not Calcined",15,0,15,5,0,7.5,45.88,22
25081000,25,Bentonite,5,0,15,5,0,7.5,33.63,22
25083000,25,Fire-Clay,5,0,15,5,0,7.5,33.63,22
25084010,25,Ball clays,10,0,15,5,0,7.5,39.75,22
25084090,25,"Other Clays, Nes",10,0,15,5,0,7.5,39.75,22
25085000,25,"Andalusite, Kyanite And Sillimanite",5,0,15,5,0,7.5,33.63,22
25086000,25,Mullite,5,0,15,5,0,7.5,33.63,22
25087000,25,Chamotte Or Dinas Earths,5,0,15,5,0,7.5,33.63,22
25090000,25,CHALK,10,0,15,5,0,7.5,39.75,22
25101000,25,"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINIUM CALCIUM PHOSPHATES AND..,UNGROUD",5,0,15,5,0,7.5,33.63,22
25102000,25,"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINIUM CALCIUM PHOSPHATES AND..,GROUD",5,0,0,5,0,7.5,17.88,23
25111000,25,Natural Barium Sulphate (Barytes),5,0,15,5,0,7.5,33.63,23
25112000,25,Natural Barium Carbonate (Whitherife),5,0,15,5,0,7.5,33.63,23
25120000,25,"Siliceous Fossil Meals (Kieselguhr, Tripolite, Etc); Siliceous Earths",5,0,15,5,0,7.5,33.63,23
25131000,25,Pumice stone,5,0,15,5,0,7.5,33.63,23
25132000,25,"Emery, Natural Corundum, Natural Garnet And Other Natural Abrasives",5,0,15,5,0,7.5,33.63,23
25140000,25,"Slate, Roughly Trimmed Or Merely Cut Into Blocks On Slabs",25,0,15,5,5,7.5,64.25,23
25151100,25,"MARBLE AND TRAVERTINE,CRUDE OR ROUGHLY TRIMMED",25,45,15,5,5,7.5,135.91,23
25151200,25,"Merely cut, by sawing or otherwise, into blocks ....a rectan.. (including square) shape",25,45,15,5,5,7.5,135.91,23
25152000,25,Ecaussine And Other Calcareous Building Stone; Alabaster,25,45,15,5,5,7.5,135.91,23
25161100,25,"GRANITE, CRUDE OR ROUGHLY TRIMMED",25,45,15,5,5,7.5,135.91,23
25161200,25,"Granite, Merely Cut Into Blocks On Slabs Of A Square Or Rectangular Shape",25,45,15,5,5,7.5,135.91,23
25162000,25,Sandstone,5,0,15,5,20,7.5,58.13,23
25169010,25,Boulder stone,5,10,15,5,0,7.5,46.49,23
25169090,25,Other than Boulder stone,25,0,15,5,5,7.5,64.25,23
25171010,25,Flint/grinding pebbles,5,0,15,5,0,7.5,33.63,23
25171090,25,Broken or crushed stone,5,30,15,5,0,7.5,72.21,23
25172000,25,"Macadam Of Slag, Dross Or Similar Industrial Waste",25,0,15,5,5,7.5,64.25,23
25173000,25,Tarred Macadam,25,0,15,5,5,7.5,64.25,23
25174100,25,"Marble Granules, Chippings And Powder",25,0,15,5,5,7.5,64.25,23
25174900,25,"GRANULES, CHIPPINGS AND POWDER, OF STONES OF HEADING 2515 OR 2516..,EXCL. MARBLE",5,30,15,5,5,7.5,80.18,23
25181000,25,Dolomite Not Calcined,5,0,15,5,0,7.5,33.63,23
25182000,25,Calcined Dolomite,5,0,15,5,0,7.5,33.63,23
25191000,25,NATURAL MAGNESIUM CARBONATE (MAGNESITE),10,0,15,5,0,7.5,39.75,23
25199000,25,Magnesia And Other Magnesium Oxide,10,0,15,5,0,7.5,39.75,23
25201010,25,Gypsum; Anhydrite,0,0,0,5,0,7.5,12.50,23
25201090,25,Gypsum; Anhydrite,5,0,15,5,0,7.5,33.63,23
25202000,25,Plasters,10,0,15,5,0,7.5,39.75,23
25210010,25,Boulder limestone,5,10,15,5,0,7.5,46.49,23
25210090,25,Other than Boulder Limestone,5,30,15,5,0,7.5,72.21,23
25221000,25,Quicklime,5,0,15,5,0,7.5,33.63,23
25222000,25,Slaked Lime,5,0,15,5,0,7.5,33.63,23
25223000,25,Hydraulic Lime,5,0,15,5,0,7.5,33.63,23
25231000,25,Cement clinkers,25,0,15,5,5,7.5,64.25,23
25232100,25,White Portland Cement,25,20,15,5,5,7.5,96.10,23
25232900,25,"PORTLAND CEMENT, EXCL WHITE CEMENT, WHETHER OR NOT ARTIFICIALLY COLOURED",25,20,15,5,5,7.5,96.10,23
25233000,25,Aluminous cement,25,0,15,5,5,7.5,64.25,23
25239000,25,Other Hydraulic Cements,25,0,15,5,5,7.5,64.25,23
25241000,25,Crocidolite,25,0,15,5,5,7.5,64.25,23
25249010,25,Chrysolite fibre,25,0,15,5,5,7.5,64.25,23
25249090,25,Asbestos. Excl. Crocidolite,25,0,15,5,5,7.5,64.25,23
25251000,25,Crude Mica And Mica Rifted Into Sheets Or Splittings,5,0,15,5,0,7.5,33.63,23
25252000,25,Mica Powder,5,0,15,5,0,7.5,33.63,23
25253000,25,Mica Waste,5,0,15,5,0,7.5,33.63,23
25261000,25,"Natural Steatite, Talc, Not Crushed Or Powdered",10,0,15,5,0,7.5,39.75,23
25262010,25,"Natural Steatite, Talc, Crushed Or Powdered",10,0,15,5,0,7.5,39.75,23
25262090,25,"Natural Steatite, Talc, Crushed Or Powdered",10,0,15,5,0,7.5,39.75,23
25280000,25,Natural borates and concentrates thereof (whether or not calcined) but not including ..H,10,0,15,5,0,7.5,39.75,23
25291000,25,Felspar,5,0,15,5,0,7.5,33.63,23
25292100,25,Fluorspar Containing By Weight <=97% Of Calcium Fluoride,5,0,15,5,0,7.5,33.63,23
25292200,25,Fluorspar Containing By Weight >97% Of Calcium Fluoride,5,0,15,5,0,7.5,33.63,23
25293000,25,Leucite Nepheline And Nepheline Syenite,5,0,15,5,0,7.5,33.63,23
25301000,25,"Vermiculite, perlite and chlorites, unexpanded",5,0,15,5,0,7.5,33.63,23
25302000,25,"Kieserite, Epsomite (Natural Magnesium Sulphates)",5,0,15,5,0,7.5,33.63,23
25309000,25,"Other Mineral Substances, Nes",5,0,15,5,0,7.5,33.63,23
26011100,26,"Non-Agglomerated Iron Ores & Concentrates,Other Than Roasted Iron Pyrites",5,0,15,2,0,7.5,30.63,23
26011200,26,"Agglomerated Iron Ores & Concentrates,Other Than Roasted Iron Pyrites",5,0,15,2,0,7.5,30.63,23
26012000,26,Roasted Iron Pyrites,5,0,15,2,0,7.5,30.63,23
26020000,26,"Manganese Ores/Concentrates(Inc.Ferruginous), With Manganese Cont.Of=>20%",0,0,0,2,0,7.5,9.50,23
26030000,26,Copper Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26040000,26,Nickel Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26050000,26,Cobalt Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26060000,26,Aluminium Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26070000,26,Lead Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26080000,26,Zinc Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26090000,26,Tin Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26100000,26,Chromium Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26110000,26,Tungsten Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26121000,26,Uranium Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26122000,26,Thorium Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26131000,26,Roasted Molybdenum Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26139000,26,Molybdenum Ores And Concentrates (Excl. Roasted),5,0,15,5,0,7.5,33.63,23
26140000,26,Titanium Ores And Concentrates,5,0,15,5,0,7.5,33.63,23
26151000,26,Zirconium Ores And Concentrates,5,0,15,5,0,7.5,33.63,24
26159000,26,"Niobium, Tantalum And Vanadium Ores And Concentrates",5,0,15,5,0,7.5,33.63,24
26161000,26,Silver Ores And Concentrates,5,0,15,5,0,7.5,33.63,24
26169010,26,Gold ores,5,0,15,5,0,7.5,33.63,24
26169090,26,Precious metal ores and concentrates.. other than ind. IRC holder VAT Com gold ref,5,0,15,5,0,7.5,33.63,24
26171000,26,Antimony Ores And Concentrates,5,0,15,5,0,7.5,33.63,24
26179000,26,"Other Ores And Concentrates, Nes",5,0,15,5,0,7.5,33.63,24
26180000,26,Granulated Slag (Slag Sand) From The Manufacture Of Iron Or Steel,5,0,15,5,0,7.5,33.63,24
26190000,26,"Slag,Dross,Etc,From The Manufacture Of Iron/Steel (Excl.Granulated Slag)",10,0,15,5,0,7.5,39.75,24
26201100,26,Hard Zinc Spelter,5,0,15,5,0,7.5,33.63,24
26201900,26,Ash And Residues Containing Mainly Zinc (Excl. Hard Zinc Spelter),5,0,15,5,0,7.5,33.63,24
26202100,26,"CONTAINING MAINLY LEAD,LEADED GASOLINE SLUDGES&LEADED ANTI-KNOCK COMP.SLUD",5,0,15,5,0,7.5,33.63,24
26202900,26,"CONTAINING MAINLY LEAD, OTHER",5,0,15,5,0,7.5,33.63,24
26203000,26,Ash And Residues Containing Mainly Copper,5,0,15,5,0,7.5,33.63,24
26204000,26,Ash And Residues Containing Mainly Aluminium,5,0,15,5,0,7.5,33.63,24
26206000,26,"CONTAINING ARSENIC,MERCURY,THALLIUM OR THEIR MIXTURES,..CHEMICAL COMPOUNDS",5,0,15,5,0,7.5,33.63,24
26209100,26,"CONTAINING ANTIMONY,BERYLLIUM,CADMIUM,CHROMIUM OR THEIR MIXTURES",5,0,15,5,0,7.5,33.63,24
26209910,26,FLY ASH,5,0,15,5,5,7.5,39.75,24
26209990,26,"OTHER ASH&RESIDES,CONTAINING ARSENIC,METALS OR THEIR COMPOUNDS EXC.FLY ASH",5,0,15,5,0,7.5,33.63,24
26211000,26,ASH AND RESIDUES FROM THE INCINERATION OF MUNICIPAL WASTE,5,0,15,5,0,7.5,33.63,24
26219010,26,CRUDE POTASSIUM SAALTS OBTAINED FROM RESIDUES OF BEET MOLASSES,5,0,15,5,0,7.5,33.63,24
26219090,26,"OTHER,SLAG&ASH,INCLUDING SEAWEED ASH&RESIDUES FROM THE INCIN.MUNICI.WASTE",5,0,15,5,0,7.5,33.63,24
27011100,27,"Anthracite Coal, Not Agglomerated",0,0,15,5,0,7.5,27.50,24
27011200,27,"Bituminous Coal, Not Agglomerated",0,0,15,5,0,7.5,27.50,24
27011900,27,"Other Coal, Not Agglomerated, Nes",0,0,15,5,0,7.5,27.50,24
27012000,27,"Briquettes, Ovoids And Similar Solid Fuels Manufactured From Coal",5,0,15,5,0,7.5,33.63,24
27021000,27,"Lignite, Not Agglomerated",10,0,15,5,0,7.5,39.75,24
27022000,27,Agglomerated Lignite,10,0,15,5,0,7.5,39.75,24
27030000,27,"Peat (Incl. Peat Litter), Whetehr Or Not Agglomerated.",10,0,15,5,0,7.5,39.75,24
27040000,27,"Coke And Semi-Coke Of Coal, Of Lignite Or Of Peat; Retort Carbon",5,0,15,5,0,7.5,33.63,24
27050000,27,"Coal Gas, Water Gas, Producer Gas And Similar Gases, Not Petroleum Gases",10,0,15,5,0,7.5,39.75,24
27060010,27,"Crude, Tar",15,0,15,5,0,7.5,45.88,24
27060090,27,"Tar Distilled From Coal,Lignite Or Peat,& Other Mineral Tars Nes(Exc.Crude",10,0,15,5,15,7.5,58.13,24
27071000,27,Benzole,10,0,15,5,0,7.5,39.75,24
27072000,27,Toluole,10,0,15,5,0,7.5,39.75,24
27073000,27,Xylole,10,0,15,5,0,7.5,39.75,24
27074000,27,Naphthalene,10,0,15,5,0,7.5,39.75,24
27075010,27,Rubber process oil,10,0,15,5,0,7.5,39.75,24
27075090,27,Other Aromatic Hydrocarbon Mixtures Of Which >=65% Distils At 250oc,10,0,15,5,0,7.5,39.75,24
27079100,27,Creosote Oils,10,0,15,5,0,7.5,39.75,24
27079910,27,Rubber process oil,10,0,15,5,0,7.5,39.75,24
27079990,27,"Other Oils And Other Products, Of The Distil Of Coal Tar.",10,0,15,5,0,7.5,39.75,24
27081000,27,Pitch Obtained From Coal Tar Or From Other Mineral Tars,10,0,15,5,0,7.5,39.75,24
27082000,27,Pitch Coke Obtained From Coal Tar Or From Other Mineral Tars,10,0,15,5,0,7.5,39.75,24
27090000,27,"Petroleum Oils And Oils Obtained From Bituminous Minerals, Crude TV",3,0,15,2,0,7.5,28.18,24
27101211,27,"Motor spirit of HBOC Type, TV",6,0,15,2,0,7.5,31.85,24
27101219,27,"Other motor spirits, including aviation spirit, TV",6,0,15,2,0,7.5,31.85,24
27101220,27,"Spirit type jet fuel, TV",6,0,15,2,0,7.5,31.85,24
27101231,27,"White spirit, TV",6,0,15,2,0,7.5,31.85,24
27101232,27,"Naphtha, TV",3,0,15,2,0,7.5,28.18,24
27101239,27,"Other light oils and preparation, (EXLC. White spirit & naphtah)",25,0,15,2,5,7.5,61.25,24
27101241,27,"JP1 kerosene type jet fuels, TV",6,0,15,2,0,7.5,31.85,24
27101242,27,"JP4 kerosene type jet fuels, TV",6,0,15,2,0,7.5,31.85,24
27101243,27,"Other kerosene type jet fuels, TV",6,0,15,2,0,7.5,31.85,24
27101249,27,"Other kerosene, TV",6,0,15,2,0,7.5,31.85,24
27101250,27,Other medium oils and preparations,25,0,15,2,5,7.5,61.25,24
27101261,27,"Light diesel oils, TV",6,0,15,2,0,7.5,31.85,24
27101262,27,"High speed diesel oils, TV",6,0,15,2,0,7.5,31.85,24
27101269,27,Other gas oils (EXCL. Lithg diesel oil &high speed disel oils),25,0,15,2,5,7.5,61.25,24
27101911,27,"OTHER FUEL OILS FURNACE OILS, TV",10,0,15,2,0,7.5,36.75,24
27101919,27,"Fuel oil, NES",25,0,15,2,5,7.5,61.25,24
27101921,27,Base oil,25,0,15,5,5,7.5,64.25,24
27101922,27,"RECYCLED LUBE BASE OIL, TV",25,0,15,5,5,7.5,64.25,24
27101929,27,"LUBRICATING OILS, NES",25,0,15,5,5,7.5,64.25,24
27101931,27,LUBRICATING OIL WHICH HAS ITS FLASHING POINT .. below 220 F b..Jy Abel close test,15,0,15,5,5,7.5,52.00,24
27101932,27,RECYCLED LUBRICATING OIL,25,0,15,5,5,7.5,64.25,24
27101939,27,"OTHER HEAVY OILS AND PREPARATIONS, NES",25,0,15,5,5,7.5,64.25,24
27101941,27,HEAVEY NORMAL PARAFFIN IN DRUM,15,0,15,5,5,7.5,52.00,24
27101949,27,HEAVY NORMAL PARAFFIN OTHER THAN DRUM,15,0,15,5,5,7.5,52.00,24
27101951,27,LIQUID PARAFFIN IN DRUM,15,0,15,5,0,7.5,45.88,24
27101959,27,LIQUID PARAFIN OTHER THAN DRUM,15,0,15,5,0,7.5,45.88,24
27101961,27,LIQUID PARAFFIN IN DRUM,15,0,15,5,0,7.5,45.88,24
27101969,27,LIQUID PARAFFIN OTHER THAN DRUM,15,0,15,5,0,7.5,45.88,24
27101971,27,Transforme Oil in Drum,10,0,15,5,0,7.5,39.75,25
27101979,27,Transformer Oil Other than in drum,10,0,15,5,0,7.5,39.75,25
27101981,27,Greases (mineral) wrapped/canned up to 2.5kg,25,0,15,5,5,7.5,64.25,25
27101989,27,Greases (mineral) other than wrapped/canned,25,0,15,5,5,7.5,64.25,25
27101991,27,MINERAL OIL WHICH HAS ITS FLASIHING POINT =>200D F USED AT JUT OF OTHER FIBER,15,0,15,5,5,7.5,52.00,25
27101992,27,MINERAL OIL FOR THE MANUFACTURE OF INSECTICIDES,5,0,15,5,0,7.5,33.63,25
27101993,27,PARTLY REFINED PETROLEUM INCLUDING TOPPED CRUDES,25,0,15,5,5,7.5,64.25,25
27101999,27,"OTHER HEAVY OILS AND PREPARATION, NES",25,0,15,5,5,7.5,64.25,25
27102000,27,"Petroleum oils and oils obtained from bituminous minerals , containing biodiesel, othe",10,0,15,5,0,7.5,39.75,25
27109100,27,"WASTE OILS,CONTAINING POLYCHLORINATED BIPHENYLS(PCBS)..POL.BIP. (PBBS)",25,0,15,5,5,7.5,64.25,25
27109900,27,OTHER WASTE OILS,25,0,15,5,5,7.5,64.25,25
27111100,27,"Natural Gas, Liquefied",0,0,0,2,0,7.5,9.50,25
27111200,27,"Propane, Liquefied",0,0,0,2,0,7.5,9.50,25
27111300,27,"Butanes, Liquefied",0,0,0,2,0,7.5,9.50,25
27111410,27,Ethylene/propylene,5,0,15,5,0,7.5,33.63,25
27111490,27,"Ethylene, Propylene, Butylene And Butadiene, Liquefied",5,0,15,5,0,7.5,33.63,25
27111900,27,"Petroleum Gases And Other Gaseous Hydrocarbons, Liquefied, Nes",5,0,15,5,0,7.5,33.63,25
27112100,27,Natural Gas In Gaseous State,5,0,15,5,0,7.5,33.63,25
27112900,27,"Petroleum Gases And Other Gaseous Hydrocarbons In Gaseous State, Nes",5,0,15,5,0,7.5,33.63,25
27121000,27,Petroleum Jelly,15,0,15,5,0,7.5,45.88,25
